"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"s_shannon_walk",0.000317783530312974,0.000207137913582812,1.53416400125092,0.000243762574449566,1.30366005130423
"s_shannon_bike",0.00141805182966083,0.000427560586213554,3.31661026620577,0.000484935810898609,2.92420522013649
"s_crime_walk",-0.00200064102818799,0.000509748424318864,-3.92476157402799,0.000553570680926818,-3.61406609330974
"s_crime_bike",-0.000202117303166551,0.000917541427478247,-0.220281392331294,0.000770543734631099,-0.262304777889494
"s_attract_walk",-0.00215924003932225,0.000876660909831424,-2.46302762574124,0.0010451851817781,-2.06589231933893
"s_attract_bike",-0.00421239755107441,0.00175251516361676,-2.40362973087266,0.00193797567589512,-2.17360702895756
"s_stresjct_walk",-0.0233427857461449,0.0119077450062869,-1.96030278896808,0.0134553696518002,-1.73483050634895
"s_stresjct_bike",-0.0066480332822966,0.0209323433540561,-0.317596227514985,0.0215873252995586,-0.307960027008651
"s_poi_walk",-0.000287436711150409,0.000187924095754653,-1.52953622044124,0.000219132656486048,-1.31170185110547
"s_poi_bike",-0.00101675222716147,0.000318752577815517,-3.18978511210638,0.000297010660478944,-3.42328529730853
"s_costcarp",0.00181129281157179,25.8232376293118,7.01419720320353e-05,0.041141172072033,0.044026281225057
"s_costwalk",0.000829375180344637,0.000220131797908487,3.76763006628158,0.000268818777685922,3.08525761289507
"s_costbike",0.000447507161241614,0.000432222953127688,1.03536186128785,0.000608222514505156,0.735762242549836
"s_costpt",-1.46558236850283e-05,8.70975262791501e-05,-0.168269115222124,7.66547935709395e-05,-0.191192526941778
"s_timecarp",-0.000463729058626665,0.0860776187015913,-0.00538733605345534,0.000278567982388121,-1.6646890093082
"s_timewalk",-0.000204290142157986,0.000193096937575164,-1.05796676386162,0.000240287294169936,-0.85019119659947
"s_timebike",0.000549706372159927,0.000846907821016374,0.649074620069306,0.00143320312551359,0.383550916387332
"s_timept",0.000140479098911861,3.53761697822747e-05,3.97100929174782,3.14886359377244e-05,4.46126339641035
"lambda_car",0.338711827028058,0.0975427437436053,3.47244514587753,0.142335551417661,2.3796713024574
