tripID,Observation,card,carp,walk,bike,ptwalk,chosen
107,1,1.96E-23,5.29E-10,0.328310466,1.06E-08,1.02E-06,1.06E-08
108,1,1.02E-12,0.002454645,0.020338024,2.95E-17,1.57E-06,0.020338024
109,1,1.02E-12,0.002454645,0.020338024,2.95E-17,1.57E-06,0.020338024
110,1,6.66E-07,2.23E-06,0.139173981,1.83E-15,2.15E-07,0.139173981
111,1,1.46E-21,3.43E-07,0.356186013,3.45E-13,1.20E-07,0.356186013
112,1,0.002060719,5.64E-06,0.000680404,1.81E-13,0.000100673,0.002060719
113,1,5.38E-14,0.006293338,0.002701934,4.20E-12,4.21E-05,0.006293338
114,1,1.97E-15,0.005426357,0.002434701,4.13E-15,9.74E-05,0.005426357
115,1,2.72E-18,4.75E-06,0.252255489,4.43E-20,2.28E-07,0.252255489
116,1,0.085327801,4.70E-11,0.000867347,2.12E-23,6.72E-12,0.000867347
117,1,1.05E-10,0.001159653,0.047960024,2.71E-12,5.14E-09,0.047960024
118,1,5.55E-12,5.68E-07,0.123257364,2.21E-12,2.46E-05,0.123257364
119,1,1.40E-07,5.58E-09,0.146025156,1.24E-09,1.19E-06,0.146025156
120,1,2.76E-16,0.000714771,0.025239553,4.17E-16,1.41E-05,0.025239553
121,1,4.59E-22,8.22E-08,0.048621461,1.04E-08,0.000487855,0.048621461
122,1,0.000670419,2.89E-07,0.015282503,2.76E-09,1.04E-08,0.015282503
123,1,0.001144729,1.72E-06,0.014383511,1.73E-13,5.88E-10,0.014383511
124,1,3.08E-08,9.39E-06,0.05884453,5.61E-07,5.61E-09,0.05884453
125,1,2.11E-09,1.15E-06,0.033557905,5.76E-05,2.80E-07,0.033557905
126,1,3.04E-20,3.79E-06,0.128389965,4.49E-13,1.25E-05,0.128389965
127,1,7.92E-19,4.05E-06,0.12982924,4.49E-10,4.86E-06,0.12982924
128,1,7.92E-19,4.05E-06,0.12982924,4.49E-10,4.86E-06,0.12982924
129,1,3.04E-20,3.79E-06,0.128389965,4.49E-13,1.25E-05,0.128389965
130,1,3.23E-22,8.81E-08,0.054351462,2.30E-10,0.000505322,0.054351462
131,1,4.54E-16,3.51E-05,0.191019503,1.60E-15,1.62E-08,0.191019503
132,1,0.01100369,3.50E-09,0.00901021,4.01E-19,3.65E-10,0.00901021
133,1,3.62E-16,6.03E-05,0.010503516,0.000113538,1.16E-06,0.010503516
134,1,3.62E-16,6.03E-05,0.010503516,0.000113538,1.16E-06,0.010503516
135,1,4.29E-13,0.000456463,0.035614231,1.87E-07,3.40E-08,0.035614231
136,1,4.29E-13,0.000456463,0.035614231,1.87E-07,3.40E-08,0.035614231
137,1,1.88E-21,1.88E-06,0.135561589,1.08E-11,9.02E-06,0.135561589
138,1,1.88E-21,1.88E-06,0.135561589,1.08E-11,9.02E-06,0.135561589
139,1,5.37E-05,3.54E-10,0.147320548,1.66E-11,7.48E-10,1.66E-11
140,1,8.79E-16,6.60E-05,0.063477405,3.33E-07,1.49E-07,0.063477405
141,1,4.58E-17,8.52E-05,0.085393569,4.40E-10,5.24E-07,0.085393569
142,1,3.22E-16,1.41E-05,0.217436801,1.74E-10,2.29E-09,0.217436801
143,1,6.00E-12,0.000653698,0.053093107,2.52E-10,7.47E-09,0.000653698
144,1,1.02E-10,0.00044494,0.038117774,1.87E-07,2.05E-09,0.00044494
145,1,2.38E-22,7.38E-08,0.407104624,6.34E-15,7.26E-08,0.407104624
146,1,2.38E-22,7.38E-08,0.407104624,6.34E-15,7.26E-08,0.407104624
147,1,1.40E-22,1.05E-06,0.239722445,2.30E-16,1.08E-06,0.239722445
148,1,7.13E-05,3.44E-08,0.103069007,2.57E-18,7.06E-09,0.103069007
149,1,8.25E-23,1.68E-06,0.130020038,2.78E-17,2.28E-05,0.130020038
150,1,2.47E-21,2.02E-06,0.146857228,3.27E-14,9.84E-06,0.146857228
151,1,1.23E-16,0.000313528,0.010320627,3.69E-06,6.99E-07,0.010320627
152,1,0.015526407,2.39E-06,0.00080791,1.43E-10,6.72E-09,0.015526407
153,1,0.000857867,1.73E-10,0.067798385,1.26E-19,5.32E-11,0.067798385
154,1,1.87E-23,4.42E-07,0.211039342,1.18E-19,5.25E-06,0.211039342
155,1,1.29E-16,5.16E-06,0.282839288,4.32E-13,2.30E-09,4.32E-13
156,1,6.62E-18,3.40E-05,0.133016109,4.66E-17,5.42E-07,0.133016109
157,1,6.84E-10,0.003586936,0.000779427,7.69E-05,1.41E-08,7.69E-05
158,1,2.55E-20,1.89E-07,0.060040288,2.79E-10,0.000294604,0.060040288
159,1,0.028015097,2.11E-08,0.000396262,2.04E-09,1.26E-07,0.028015097
160,1,1.32E-12,0.002410901,0.01607689,2.77E-10,2.10E-07,0.01607689
161,1,3.02E-07,0.001789648,0.023222578,5.74E-19,2.32E-11,0.023222578
162,1,1.01E-17,7.18E-05,0.088626268,4.71E-19,1.18E-06,0.088626268
163,1,4.54E-10,0.006241333,0.00957339,4.50E-12,1.44E-08,0.00957339
164,1,2.40E-17,3.11E-06,0.263396119,6.84E-16,5.28E-08,3.11E-06
165,1,1.12E-11,0.000146569,0.115933195,1.49E-15,2.73E-09,0.115933195
166,1,3.01E-13,0.00082112,0.026235722,8.35E-14,2.11E-06,0.00082112
167,1,7.54E-17,1.79E-05,0.175363633,6.47E-16,1.14E-07,0.175363633
168,1,2.66E-18,1.63E-05,0.166835477,5.51E-19,2.86E-07,0.166835477
169,1,1.85E-12,2.36E-05,0.218414027,4.17E-15,2.19E-10,0.218414027
170,1,1.37E-17,4.32E-05,0.156748369,5.50E-21,4.68E-08,0.156748369
171,1,1.67E-12,0.001405436,0.039234001,1.04E-21,1.78E-08,0.039234001
172,1,0.000495878,4.34E-06,0.021887291,3.75E-19,2.37E-09,0.021887291
173,1,0.010114377,9.09E-11,0.008917761,1.14E-16,1.65E-09,0.010114377
174,1,3.59E-13,0.000248399,0.092667553,5.70E-21,1.34E-08,0.092667553
175,1,8.23E-22,9.63E-06,0.08844374,1.59E-11,1.08E-05,0.08844374
176,1,2.95E-19,5.87E-06,0.103925012,9.31E-13,1.06E-05,0.103925012
177,1,7.37E-07,6.14E-07,0.068524222,6.86E-08,2.93E-07,0.068524222
178,1,7.37E-07,6.14E-07,0.068524222,6.86E-08,2.93E-07,0.068524222
179,1,1.24E-13,0.000449907,0.042178001,2.17E-18,1.09E-06,0.042178001
180,1,0.003032352,5.84E-06,0.005368909,6.70E-18,6.41E-10,0.005368909
181,1,2.70E-22,3.29E-09,0.129492338,3.65E-15,0.000134829,0.129492338
182,1,2.70E-22,3.29E-09,0.129476203,3.65E-15,0.000134884,0.129476203
183,1,1.34E-14,2.86E-05,0.13096309,2.44E-10,4.66E-08,0.13096309
184,1,3.84E-06,3.08E-07,0.138455269,2.41E-12,2.84E-09,0.138455269
185,1,4.92E-15,4.24E-06,0.140452362,5.55E-07,1.36E-09,0.140452362
186,1,4.92E-15,4.24E-06,0.140452362,5.55E-07,1.36E-09,0.140452362
187,1,1.65E-12,0.001532484,0.033293027,6.84E-22,3.43E-08,0.033293027
188,1,1.65E-12,0.001532484,0.033293027,6.84E-22,3.43E-08,0.033293027
189,1,3.03E-22,2.70E-06,0.069938831,2.41E-07,5.43E-06,2.41E-07
190,1,4.74E-23,6.03E-07,0.26505149,3.86E-15,3.64E-07,0.26505149
191,1,0.000317978,2.36E-10,0.027133684,2.96E-12,5.63E-07,0.027133684
192,1,2.20E-23,4.65E-07,0.270077847,1.38E-18,4.65E-07,0.270077847
193,1,4.63E-14,0.000341494,0.061914279,5.34E-23,1.55E-07,0.061914279
194,1,3.44E-16,3.78E-05,0.127705097,5.84E-19,2.38E-07,0.127705097
195,1,9.83E-15,4.04E-05,0.133442061,7.34E-16,9.32E-08,0.133442061
196,1,7.10E-17,0.00025097,0.045522041,2.23E-12,9.37E-07,0.045522041
197,1,5.71E-24,1.88E-10,0.221322992,5.88E-13,1.16E-05,0.221322992
198,1,1.75E-22,1.95E-10,0.219031847,8.65E-10,4.17E-06,0.219031847
199,1,8.59E-21,6.94E-06,0.085441317,6.32E-09,2.69E-06,0.085441317
200,1,3.20E-22,7.07E-06,0.092584563,5.42E-12,7.85E-06,0.092584563
201,1,3.20E-22,7.07E-06,0.092584563,5.42E-12,7.85E-06,0.092584563
202,1,2.64E-09,1.11E-10,0.139152625,1.65E-06,1.67E-07,2.64E-09
203,1,1.55E-10,0.000111282,0.120275143,2.39E-17,3.89E-10,0.000111282
204,1,2.93E-21,5.06E-06,0.074655705,1.65E-11,2.66E-05,0.074655705
205,1,2.93E-21,5.06E-06,0.074655705,1.65E-11,2.66E-05,0.074655705
206,1,5.32E-11,1.84E-08,0.023090197,0.000622844,7.61E-08,0.023090197
207,1,1.20E-11,1.11E-07,0.092057026,2.03E-06,8.14E-07,0.092057026
208,1,2.63E-13,5.71E-05,0.141197477,2.16E-19,1.03E-08,0.141197477
209,1,1.91E-22,3.06E-07,0.162359291,3.37E-09,1.20E-06,0.162359291
210,1,0.001155897,1.80E-08,0.010653266,1.84E-10,1.60E-07,0.001155897
211,1,2.53E-17,0.00033575,0.029016256,3.57E-17,4.85E-06,0.00033575
212,1,2.53E-17,0.00033575,0.029016256,3.57E-17,4.85E-06,0.00033575
213,1,5.80E-13,1.43E-05,0.226961561,1.38E-16,1.91E-10,0.226961561
214,1,3.05E-15,1.36E-05,0.191654999,1.11E-19,3.26E-08,0.191654999
215,1,1.28E-07,0.01124853,0.003745435,7.30E-18,1.53E-10,0.003745435
216,1,8.61E-17,1.52E-05,0.210017517,7.22E-16,5.26E-09,0.210017517
217,1,5.76E-11,0.002547993,0.01599973,2.72E-11,1.08E-08,0.002547993
218,1,1.73E-13,4.98E-05,0.147286391,1.59E-20,7.71E-09,0.147286391
219,1,5.18E-10,0.005816259,0.006551142,5.17E-10,7.23E-09,0.006551142
220,1,1.05E-07,2.20E-07,0.122220853,2.83E-14,1.52E-06,0.122220853
221,1,1.05E-07,2.20E-07,0.122220853,2.83E-14,1.52E-06,0.122220853
222,1,1.21E-12,0.00038488,0.057804727,9.02E-21,5.64E-08,0.057804727
223,1,4.46E-05,4.84E-06,0.013220213,1.28E-17,2.37E-06,0.013220213
224,1,1.46E-14,4.42E-05,0.159796781,7.57E-17,3.44E-09,4.42E-05
225,1,3.91E-13,4.28E-05,0.156814247,9.56E-14,1.25E-09,4.28E-05
226,1,3.48E-07,2.18E-09,0.086458988,7.95E-16,2.31E-05,0.086458988
227,1,9.00E-15,5.29E-05,0.108351253,6.76E-15,1.21E-07,5.29E-05
228,1,9.00E-15,5.29E-05,0.108351253,6.76E-15,1.21E-07,5.29E-05
229,1,4.16E-22,1.14E-06,0.145973564,5.59E-15,5.58E-06,0.145973564
230,1,4.16E-22,1.14E-06,0.145973564,5.59E-15,5.58E-06,0.145973564
231,1,1.23E-23,9.43E-07,0.128887036,3.74E-18,1.33E-05,0.128887036
232,1,0.001221014,1.01E-09,0.031798469,9.04E-16,1.25E-09,0.031798469
233,1,4.54E-16,0.00197354,0.005993989,7.14E-12,1.28E-05,0.00197354
234,1,4.54E-16,0.00197354,0.005993989,7.14E-12,1.28E-05,0.00197354
235,1,2.72E-23,2.59E-07,0.26849447,5.37E-12,1.68E-07,0.26849447
236,1,2.72E-23,2.59E-07,0.26849447,5.37E-12,1.68E-07,0.26849447
237,1,2.55E-05,3.78E-10,0.155440558,2.59E-13,1.65E-10,2.55E-05
238,1,0.000142038,2.98E-11,0.097523774,8.77E-15,1.26E-09,0.097523774
239,1,6.73E-22,2.30E-05,0.046257279,1.27E-11,2.41E-05,0.046257279
240,1,1.84E-20,2.24E-05,0.042173593,1.56E-08,8.11E-06,0.042173593
241,1,6.73E-22,2.30E-05,0.046257279,1.27E-11,2.41E-05,0.046257279
242,1,6.79E-22,3.33E-05,0.011692855,1.38E-10,0.000361099,0.011692855
243,1,4.55E-22,2.37E-07,0.000193356,0.02796139,2.00E-07,0.000193356
244,1,4.55E-22,2.37E-07,0.000193356,0.02796139,2.00E-07,0.000193356
245,1,0.00280756,5.46E-08,0.003858931,9.19E-11,3.92E-07,5.46E-08
246,1,9.14E-21,1.04E-05,0.048421642,1.45E-15,5.98E-05,0.048421642
247,1,4.86E-21,3.49E-06,0.124776041,2.63E-09,4.89E-07,0.124776041
248,1,4.55E-24,3.77E-07,0.232770758,1.51E-18,3.86E-07,0.232770758
249,1,4.55E-24,3.77E-07,0.232770758,1.51E-18,3.86E-07,0.232770758
250,1,2.53E-09,0.000121701,0.105269859,8.27E-18,2.35E-12,0.105269859
251,1,4.35E-13,0.000217614,0.089244199,1.97E-13,4.98E-10,0.089244199
252,1,1.93E-22,2.62E-07,0.212605352,1.05E-17,1.62E-06,0.212605352
253,1,4.08E-11,0.000761256,0.010302881,1.17E-06,5.08E-10,0.000761256
254,1,2.45E-12,0.001396458,0.018015675,1.28E-09,2.47E-09,0.001396458
255,1,2.20E-09,1.28E-07,0.08467125,4.33E-08,2.67E-06,0.08467125
256,1,2.29E-12,2.50E-08,0.017860879,0.000203774,2.58E-07,0.000203774
257,1,5.68E-17,3.44E-05,0.099712525,2.60E-13,1.71E-07,0.099712525
258,1,3.52E-18,2.36E-05,0.160233489,8.27E-19,2.41E-08,0.160233489
259,1,5.51E-18,1.93E-06,0.249709498,2.21E-17,2.99E-08,0.249709498
260,1,6.37E-15,1.83E-07,0.306081248,4.43E-21,9.70E-08,0.306081248
261,1,0.000284183,1.06E-10,0.068700503,1.80E-14,7.35E-10,0.068700503
262,1,0.000229637,1.92E-07,0.02346023,2.42E-15,2.11E-07,2.42E-15
263,1,0.000229637,1.92E-07,0.02346023,2.42E-15,2.11E-07,2.42E-15
264,1,1.16E-22,5.62E-06,0.102411026,1.07E-15,5.75E-06,0.102411026
265,1,1.16E-22,5.62E-06,0.102411026,1.07E-15,5.75E-06,0.102411026
266,1,0.304392785,1.14E-11,3.42E-06,4.36E-23,1.91E-12,0.304392785
267,1,1.15E-17,5.15E-05,0.066310975,1.78E-12,1.59E-06,0.066310975
268,1,1.85E-14,0.000152904,0.055515939,2.08E-14,2.75E-07,0.000152904
269,1,5.60E-22,2.32E-08,0.395432502,6.03E-18,5.35E-08,0.395432502
270,1,5.60E-22,2.32E-08,0.395432502,6.03E-18,5.35E-08,0.395432502
271,1,1.41E-17,4.12E-05,0.120521998,8.62E-14,4.36E-08,0.120521998
272,1,1.21E-17,3.53E-05,0.128081725,7.16E-14,3.73E-08,0.128081725
273,1,2.99E-21,4.15E-06,0.071337933,1.06E-13,2.57E-05,0.071337933
274,1,2.53E-16,0.001120761,0.005789068,3.59E-08,4.24E-06,0.005789068
275,1,2.94E-20,7.17E-07,0.152535989,4.16E-09,4.53E-07,0.152535989
276,1,1.06E-21,7.54E-07,0.169759351,3.22E-12,1.38E-06,0.169759351
277,1,7.03E-14,0.000957668,0.024348545,2.52E-24,3.54E-07,0.024348545
278,1,1.21E-10,6.28E-10,0.047395953,1.55E-05,4.45E-06,0.047395953
279,1,4.30E-23,1.29E-07,0.285266199,1.25E-11,4.62E-08,0.285266199
280,1,1.35E-24,1.23E-07,0.289499158,8.10E-15,1.30E-07,0.289499158
281,1,4.30E-23,1.29E-07,0.285266199,1.25E-11,4.62E-08,0.285266199
282,1,1.78E-21,1.37E-06,0.02812754,6.88E-05,1.96E-07,6.88E-05
283,1,7.67E-13,0.001790971,0.023020097,6.10E-22,2.75E-08,0.023020097
284,1,2.21E-11,0.001765567,0.023182782,8.92E-19,1.01E-08,0.023182782
285,1,2.21E-11,0.001765567,0.023182782,8.92E-19,1.01E-08,0.001765567
286,1,2.32E-05,2.66E-08,0.090144045,2.84E-17,1.91E-08,2.32E-05
287,1,3.32E-22,4.84E-07,0.165462738,7.77E-14,2.81E-06,0.165462738
288,1,2.91E-18,4.39E-05,0.083070841,2.88E-17,6.65E-07,0.083070841
289,1,9.57E-17,4.83E-05,0.087177881,4.64E-14,2.53E-07,0.087177881
290,1,1.12E-11,0.001333186,0.02032777,1.25E-15,5.51E-09,0.02032777
291,1,1.26E-14,3.41E-05,0.104310025,7.99E-11,2.85E-08,0.104310025
292,1,2.05E-07,2.99E-10,0.106555583,1.16E-06,1.02E-08,0.106555583
293,1,2.05E-07,2.99E-10,0.106555583,1.16E-06,1.02E-08,0.106555583
294,1,1.62E-16,3.88E-05,0.100999312,9.27E-20,2.55E-07,0.100999312
295,1,0.061523121,1.53E-06,8.20E-06,5.72E-11,2.54E-09,0.061523121
296,1,1.16E-15,0.000134732,0.063441053,2.91E-16,2.65E-07,0.063441053
297,1,3.54E-14,0.000138829,0.064169338,4.46E-13,9.73E-08,0.064169338
298,1,1.16E-15,0.000134732,0.063441053,2.91E-16,2.65E-07,0.063441053
299,1,4.65E-12,0.005488426,0.007328959,3.46E-14,3.35E-08,0.007328959
300,1,8.69E-15,3.80E-05,0.088927643,2.77E-10,5.29E-08,0.088927643
301,1,3.10E-16,4.05E-05,0.096423191,1.98E-13,1.58E-07,0.096423191
302,1,3.75E-17,6.33E-06,0.1567958,8.51E-11,3.36E-08,8.51E-11
303,1,0.002218959,3.27E-08,0.004555189,2.24E-11,2.86E-07,0.002218959
304,1,1.04E-15,0.000817228,0.014736792,6.13E-15,3.86E-06,0.000817228
305,1,1.04E-15,0.000817228,0.014736792,6.13E-15,3.86E-06,0.000817228
306,1,1.04E-15,0.000817228,0.014736792,6.13E-15,3.86E-06,0.000817228
307,1,2.13E-17,3.14E-06,0.210175284,9.26E-13,1.95E-08,0.210175284
308,1,2.13E-17,3.14E-06,0.210175284,9.26E-13,1.95E-08,0.210175284
309,1,5.36E-17,6.42E-05,0.00778435,9.95E-06,1.87E-06,6.42E-05
310,1,2.10E-23,7.27E-08,0.340102011,6.53E-14,2.30E-08,0.340102011
311,1,1.17E-05,1.21E-06,0.038512159,9.14E-21,6.47E-07,0.038512159
312,1,3.41E-23,5.61E-06,0.038007181,1.95E-15,0.000109028,0.038007181
313,1,1.27E-21,6.94E-06,0.044033213,3.53E-12,4.57E-05,0.044033213
314,1,0.001909238,1.18E-06,0.00083644,2.98E-12,1.35E-06,0.00083644
315,1,7.46E-05,7.07E-10,0.082590851,4.56E-15,2.02E-09,0.082590851
316,1,3.75E-05,4.73E-09,0.032436045,1.17E-08,1.29E-08,0.032436045
317,1,3.76E-05,4.75E-09,0.032524385,1.18E-08,1.24E-08,0.032524385
318,1,8.90E-19,2.04E-05,0.07899719,1.05E-16,9.32E-07,0.07899719
319,1,2.85E-16,0.000192576,0.04057757,1.35E-14,1.10E-06,0.000192576
